Platform,Game Summary,Publisher,3D,Title,Series,Series Order,Rating,Genre,Subgenre,IGN Score,Release Date,Developers,Players,Country of Purchase,Input Devices,Media Type,Special Edition,Discs,Packaging,Preordered,Quantity,Estimated Value,Purchase Price,Purchase Date,Condition,Notes,Barcode,Item ID,Date Added, Collection/Wishlist
DS,,Play THQ,No,Spongebob Squarepants: Globs Of Doom,,,E,Action,,5.5,10/21/2008,THQ,2-Jan,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$4.52 ,1/5/2019,Used,"Complete in Case
eBay",7.85E+11,1361991,1/11/2019 23:27,Collection
DS,"Spongebob has lost the Krabby Patty formula and goes through his memories to remember what he did with it.

SpongeBob SquarePants has gotten himself into quite a predicament. After being entrusted by Mr. Krabs to keep the Krabby Patty formula safe, SpongeBob is overcome with grief for losing the recipe. He then relies on the help of the most unlikely companion, Plankton, who wants the secret Krabby Patty recipe for himself. With the help of his friends, SpongeBob must use Plankton’s memory machine to retrace the happiest moments of his life to find the Krabby Patty formula in time for the Krusty Krab’s Eleventy Seventh anniversary. 

New Wacky Morphing Abilities: Turn SpongeBob into a Sledgehammer Smash to whack intruders, a WaterBob sponge to spew liquid and stun enemies, or even an Explosive Canon to aim and blast baddies. 
Relive Side-Splitting SpongeBob Moments: Reminisce through fan’s favorite SpongeBob moments as the game draws upon ’The 10 Happiest Moments of SpongeBob’s Life’ and hilarious story elements from the animated television series. 
Run, jump and spin through 12 challenging levels. Find familiar faces from the series as these transformed supersized bosses take quite a bit of over-the-top battling to bring them down. 
Go Deep into SpongeBob’s Universe: Revisit SpongeBob’s most memorable locations, such as downtown Bikini Bottom, the Krusty Krab, the Jellyfish Fields, or even Rock Bottom as players experience all of their favorite characters from previous SpongeBob games and TV Series.",THQ,No,Spongebob Squarepants: Truth or Square,,,E,Adventure,,9.2,10/27/2009,Heavy Iron Studios,2-Jan,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$5.00 ,11/26/2019,Missing Health/Safety Booklet,Game Over - 410,7.85E+11,990238,2/1/2020 14:31,Collection
DS,"Holy algae!

SpongeBob and Patrick stumble upon a lost amulet that will take them to the legendary city of Atlantis. Help them uncover the treasure and fulfill SpongeBob’s dream of finding the ”World’s Oldest Living Bubble”. Will Atlantis be everything they hope for or will Plankton burst their bubble?

Swap characters and use different combo moves.

Play with friends in Multiplayer.

Battle enemies as you explore Atlantis.",THQ,No,Spongebob’s Atlantis Squarepantis,,,E,Action,,6,10/23/2007,Altron,4-Jan,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$4.99 ,1/5/2019,Used,"Complete in Case
GameStop",7.85E+11,1203666,1/5/2019 23:21,Collection
DS,"In SpongeBob vs. The Big One: Beach Party Cook-Off, Mr. Krabs has signed up to compete in the cooking contest that will determine who will cater Jack Kahuna Laguna`s Big Beach Party. Players will be tasked with assisting SpongeBob, Patrick and friends in running the Krusty Krab and training Plankton’s cousins in the creation of the best deep-sea dishes. Utilizing the Nintendo DS touch screen and stylus, players and up to 3 of their friends via DS multi-card play, will serve more than 100 different zany entrees, such as a perfectly done Krabby Patty, Anemone Meatloaf, Fried Seaweed Sandwiches and other Sponge-I-Fied foods. 

Key Game Features: 

Cooking SpongeBob Style â You play as SpongeBob preparing zany foods from âanemone Meatloafâ to ’Chili Oyster Skins.’ 
Sponge-Tacular Recipes â Using the stylus, prepare over 100 Sponge-I-Fied recipes using over 25 different cooking activities from ’juicing’ to ’stirring’ to all-new ’slingshooting.’ 
Decorate â Earn rewards to customize the Krusty Krab Restaurant. 
Loaded with Voice-overs â Over 2,000 hilarious lines of SpongeBob voice over in-game. 
4 Player Multiplayer â Compete in wireless mode testing your cooking skills against your friends.",THQ,No,Spongebob’s Surf & Skate Roadtrip,,,E,"Action, Platform",,6,11/8/2011,THQ,2-Jan,United States,Handheld Console,Cartridge,,,Snap Case,,1,,$5.00 ,10/23/2021,Complete In Case,Retropalooza 2021 - Aaron Kosharsky,7.85E+11,1252896,10/30/2021 21:18,Collection
DS,"Create, guide, and nurture your creature",Nintendo,No,Spore Creatures,,,E,"Adventure, Simulation",,7.8,9/7/2008,Nintendo,2,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$3.47 ,1/24/2020,Used,"Complete in Case
Lukie Games",14633153309,1092575,2/12/2020 14:43,Collection
DS,,Electronic Arts/EA Games,No,Spore Hero Arena,,,E,Simulation,,,12/31/1969,Electronic Arts/EA Games,4,Canada,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.00 ,4/15/2020,Used,"Complete in Case
eBay",14633153392,1228638,4/25/2020 22:19,Collection
DS,,Ubisoft,No,Sports Collection,,,E,Sports,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.50 ,3/30/2020,Used,"Complete in Case
eBay",8888166122,1232305,4/4/2020 21:05,Collection
Sega Genesis,,Sega,No,Sports Talk Baseball,,,E,Sports,,7.3,5/23/1991,Sega,2,Canada,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,10086012118,1041089,1/3/2019 15:06,Collection
Sega Genesis,Complete in Box,Sega,No,Sports Talk Football 93: Starring Joe Montana,,,E,Sports,,5,8/5/1991,Sega,1,United States,Controller Game Pad,Cartridge,No,,,No,1,,,,,,10086012163,1556981,1/3/2019 15:06,Collection
Wii,,Tecmo,,Spray,,,E10+,Action,,,12/31/1969,,4,United States,Motion Sensing Remote,DVD,No,2,Colored Snap Case,No,1,$3.59 ,$3.59 ,8/5/2013,,,18946010571,995352,1/3/2019 15:07,Collection
DS,A game where everyone scores.,Ubisoft,No,Sprung,,,T,"Adult, Fantasy, Real Time Strategy",,,12/31/1969,Guillemot Inc.,1,United States,Controller Game Pad,Cartridge,,,Snap Case,No,1,,$11.99 ,1/1/2020,New,"Sealed in Case
eBay",8888162230,1109878,2/1/2020 15:50,Collection
Wii,,UFO,No,Spy Games: Elevator Mission,,,T,"First Person Shooter, Stealth",,2.5,12/31/1969,"Dreams, Inc.",1,United States,Motion Sensing Remote,DVD,No,1,Snap Case,No,1,$2.39 ,$2.39 ,6/4/2018,Complete In Case - Coffee Stain On Artwork,GameStop - University Heights,6.96E+11,958948,1/3/2019 15:07,Collection
3DS,"Part race car and hydro spy boat, you control an arsenal of missiles, machine guns, oil slicks and smoke screens.",WB Games,No,Spy Hunter,,,E10+,"Action, Racing",,,12/31/1969,TT Fusion,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.47 ,1/24/2020,Complete In Case,Lukie Games,8.84E+11,976084,2/2/2020 19:46,Collection
Wii,"Wii Remote, Nunchuck - 2",Capcom,,Spyborgs,,,T,Action,,7.5,11/8/2007,Capcom,2,United States,Motion Sensing Remote,DVD,No,1,Snap Case,No,1,$1.79 ,$1.79 ,1/20/2014,,,13388350087,998354,1/3/2019 15:07,Collection
DS,Cart Only,Sierra Entertainment,No,Spyro: Shadow Legacy,,,G,"Action, Adventure",,,12/31/1969,,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,,,Used,Complete in Case,20626723381,990219,1/3/2019 21:19,Collection
DS,,Aksys Games,No,Squeeballs Party,,,E10+,"Fantasy, Sports",,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$4.47 ,1/24/2020,Used,"Complete in Case
Lukie Games",7.08E+11,1011568,2/15/2020 17:44,Collection
DS,,Activision,No,Squinkies 2: Adventure Mall Surprize!,,,E,,,,,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$2.99 ,2/23/2020,Complete In Case,GameStop - Madison Market,47875766143,1403553,2/23/2020 21:41,Collection
DS,,Activision,No,Squinkies 2: Adventure Mall Surprize!,,,E,Adventure,,,12/31/1969,,,United States,Handheld Console,Cartridge,Yes,,Box Set,No,1,,$11.19 ,9/29/2020,Sealed In Box,eBay,47875766167,1199982,10/24/2020 14:19,Collection
DS,"Roll out, Private! You just enroll",Natsume,,Squishy Tank,,,E,Puzzle,,,4/6/2010,Natsume,2,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$7.00 ,$7.00 ,12/10/2011,Used,"Complete in Case
GameStop",7.20E+11,1020951,1/3/2019 19:47,Collection
Sega Genesis,,Ballistic,,Star Control,,,,Strategy,,,8/20/1991,Toys For Bob,1,United States,Controller Game Pad,Cartridge,,,Box Set,No,1,,,,,,15605031021,962500,1/3/2019 15:05,Collection
Nintendo 64,"Genre - Shooting

Players - Up to 4

Release Date - 1997

Other Platforms:
None",Nintendo,No,Star Fox 64,,,E,"Action, Flight Simulator",,8.7,7/1/1997,Nintendo,4,United States,Controller Game Pad,Cartridge,No,1,Box Set,No,1,$39.00 ,$39.00 ,8/2/2012,,,45496870089,1092181,1/3/2019 15:06,Collection
3DS,"Star Fox 64 3D (スターフォックス64 3D Sutā Fokkusu Rokujūyon Surīdī?) is a video game for the Nintendo 3DS and is a remake of Star Fox 64. It was co-developed between Nintendo EAD and Q-Games, and was published by Nintendo. It was released on July 14, 2011, September 9, 2011 in Europe and North America, and on September 15, 2011 in Australia.

Although the original Nintendo 64 version was called Lylat Wars in Europe and Australia, as well as its 2007 Virtual Console port, the 3DS remake uses the Star Fox 64 title in all regions.",Nintendo,Yes,Star Fox 64 3D,,,E10+,Action,,9,9/9/2011,Nintendo,4,United States,Handheld Console,Cartridge,No,0,Snap Case,No,1,$39.99 ,$39.99 ,8/5/2012,,,45496741624,1331133,1/3/2019 23:02,Collection
DS,"A new evil has emerged from Venom, and now Fox Macloud and his elite team of pilotes must reunite to defend Lylat from a massive invasion.",Nintendo,No,Star Fox Command,,,E10+,"Action, Flight Simulator",,8,8/3/2006,Q Games,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$6.29 ,$6.29 ,4/5/2012,Used,"Complete in Case
GameStop",45496737740,1196776,1/3/2019 19:47,Collection
Xbox 360,"A NEW BREED of HERO ARISES

Earth has been decimated by World War III, and now, humanity must search for a new home. Explore the galaxy on your quest, make allies and enemies among the alien races you encounter, and uncover a threat so great it threatens all creation. Real-time battles, spectacular visuals, and a universe of adventure and danger await in the great Star Ocean.",Square Enix,No,Star Ocean: The Last Hope,,,T,Role Playing Game,,8,2/23/2009,Square Enix,1,United States,Controller Game Pad,DVD,No,3,Colored Snap Case,No,1,$13.49 ,$13.49 ,,,,6.62E+11,926089,1/3/2019 15:06,Collection
Super NES,Cib,,,Star Trek The Next Generation,,,,"Action, Adventure",,,12/31/1969,,,United States,Controller Game Pad,Cartridge,,,,No,1,,,,,,nocode20110807180713552,1024929,1/3/2019 15:06,Collection
DS,,Bethesda Softworks,,Star Trek: Tactical Assault,,,E,"Simulation, Strategy",,,12/31/1969,"Quicksilver Software, Inc.",2,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,$4.49 ,12/3/2011,Used,"Complete in Case
GameStop",93155120402,946447,1/3/2019 18:00,Collection
DS,,LucasArts,No,Star Wars Battlefront: Elite Squadron,,,,Action,,6.9,12/31/2000,nSpace,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$7.00 ,$7.00 ,6/9/2018,Used,"Complete in Case
eBay",23272335618,989087,1/3/2019 15:07,Collection
DS,"Fight through Star Wars Episode III: Revenge of the Sith, with as many deaths as you can imagine.",Lucas Arts,,Star Wars Episode III: Revenge of the Sith,,,E10+,Role Playing Game,,7.5,12/31/1969,Ubisoft,4,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,,,Used,Complete in Case,8888162391,988563,1/3/2019 19:47,Collection
Nintendo 64,Cracked case,Nintendo,No,Star Wars: Episode I Racer,,,E,Racing,,7.2,6/23/1999,LucasArts,2,United States,Controller Game Pad,Cartridge,No,1,Box Set,No,1,$10.00 ,$10.00 ,7/30/2012,,,45496870416,1168966,1/3/2019 15:06,Collection
Nintendo 64,,LucasArts,,Star Wars: Episode I: Battle For Naboo,,,T,Racing,,,6/12/2000,LucasArts,1,United States,Controller Game Pad,Cartridge,No,0,Box Set,No,1,$13.00 ,$13.00 ,7/30/2012,,,23272656591,1433232,1/3/2019 15:06,Collection
DS,,Ubisoft,No,Star Wars: Lethal Alliance,,,E10+,Action,,4.5,12/31/1969,Ubisoft,4,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.97 ,1/24/2020,Used,"Complete in Case
Lukie Games",8888163350,935988,2/12/2020 15:52,Collection
Nintendo 64,Cart only.,,,Star Wars: Rogue Squadron,,,T,"Action, Adventure, Flight Simulator",,,12/31/1969,,1,United States,Controller Game Pad,Cartridge,No,1,Cardboard Box,No,1,,,,,,nocode20110503193817362,1052764,1/3/2019 15:07,Collection
Nintendo 64,"Box, Instructions and Cartridge",LucasArts,No,Star Wars: Shadows Of The Empire,,,T,Adventure,,6.5,1/3/1997,LucasArts,1,,Controller Game Pad,Cartridge,No,0,Box Set,No,1,$13.00 ,$13.00 ,7/30/2012,,,45496870133,1066563,1/3/2019 15:07,Collection
DS,,Lucas Arts,No,Star Wars: The Clone Wars - Jedi Alliance,,,E10+,"Adventure, Fighting",,,,Lucas Art,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$2.84 ,1/4/2019,Used,"Complete in Case
eBay",23272334611,935955,1/11/2019 21:37,Collection
DS,,Nintendo,No,Star Wars: The Clone Wars - Republic Heroes,,,E10+,"Action, Adventure, Puzzle, Top Down Shooter",,5.5,12/31/1969,LucasArts,2,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$4.47 ,3/2/2020,Used,"Complete in Case
Lukie Games",23272338619,935970,4/15/2020 0:12,Collection
Xbox 360,Unleash the power of the force like never before in a new chapter of the star wars saga.,LucasArts,No,Star Wars: The Force Unleashed,,,T,"Action, Adventure",,7.3,9/16/2008,LucasArts,1,United States,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,,,,,,23272332761,892417,1/3/2019 15:06,Collection
DS,Unleash the power of the force like never before in a new chapter of the star wars saga.,LucasArts,No,Star Wars: The Force Unleashed,,,T,"Action, Adventure, Fantasy",,"7,0",12/31/2000,n-Space,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$16.99 ,$16.99 ,,Used,Complete in Case,23272332617,892413,1/3/2019 21:19,Collection
DS,"Betrayed by Darth Vader for the last time, Starkiller has escaped and faces a new journey to find his true identity",LucasArts,No,Star Wars: The Force Unleashed 2,,,T,Hack n’ Slash,,4,10/26/2010,LucasArts,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$10.95 ,4/15/2020,Sealed In Case - Possible Reseal,eBay,23272341619,1035632,4/25/2020 22:17,Collection
Wii U,,Nintendo,No,StarFox Guard,,,E10+,Strategy,,7.8,4/22/2016,Platinum Games,1,United States,Controller Game Pad,HD DVD,No,1,Colored Snap Case,No,1,$2.39 ,$2.39 ,6/5/2018,,,45496904289,1487104,1/3/2019 15:07,Collection
Wii U,,Nintendo,No,StarFox Zero & Guard Bundle,,,E10+,Action,,7.5,4/22/2016,Nintendo/PlatinumGames,2,United States,Controller Game Pad,DVD,Yes,2,Box Set,No,1,$7.99 ,$7.99 ,6/6/2018,Sealed In Box,GameStop - Arbor,45496903794,1579775,1/3/2019 15:07,Collection
DS,,Atlus,,Steal Princess,,,E10+,Role Playing Game,,6.7,12/31/1969,Marvelous Entertainment,3-Jan,United States,Handheld Console,Cartridge,No,1,Snap Case,No,1,$20.99 ,$20.99 ,7/31/2012,Sealed In Case,???,7.31E+11,964364,1/27/2020 1:19,Collection
NES,Cartridge Only,,,Stealth,,,,Action,,,12/31/1969,,,United States,,,,,,No,1,,,,,,nocode20110421202350412,995449,1/3/2019 15:06,Collection
3DS,"Steel Diver is an action-packed submarine combat game from Nintendo that immerses players in amazing 3D environments. Branching paths, split-second decisions and attacks from enemy ships make for a thrilling undersea adventure.
The mix of 3D game play and one-of-a-kind controls—using the gyroscope and touch screen of the Nintendo 3DS system—makes for an unique combination that must be experienced to be believed.",Nintendo,Yes,Steel Diver,,,E10+,Action,,7,3/27/2011,Nintendo,1,United States,Handheld Console,Cartridge,No,1,Snap Case,No,1,,,,,,45496741426,1058427,1/3/2019 23:07,Collection
DS,,,No,Steel Horizon,,,E10+,Strategy,,,,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$4.61 ,1/6/2019,Used,"Complete in Case
eBay",83717241096,980176,1/11/2019 20:28,Collection
3DS,NEW/Collector Edition,"Atlus USA, Inc.",Yes,Stella Glow,,,T,Role Playing Game,,,11/17/2015,Imageepoch/Atlus,1,United States,Handheld Console,Cartridge,Yes,1,Box Set,No,1,,$43.29 ,11/17/2015,Sealed In Box,Best Buy,7.31E+11,1579736,1/3/2019 23:03,Collection
DS,Jam With Stitch in a music-rhythm adventure to save angel from Dr. Hamsterviel,Disney Interactive Studios,,Stitch Jam,,,E,Music,,,12/31/1969,Disney Interactive Studios,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$5.00 ,$5.00 ,4/22/2012,Sealed In Case,???,7.13E+11,1556800,1/3/2019 15:06,Collection
Super NES,,Kemco,No,Stone Protectors,,,,Action,,,12/31/1969,,1,Canada,Controller Game Pad,Cartridge,No,1,Box Set,No,1,,,,,,7.42E+11,1219724,1/3/2019 15:07,Collection
Xbox 360,"Not a good game, hard to control,",Sega,,Stormrise,,,M,Action,,,12/31/1969,The Creative Assembly,,,,DVD,No,1,Colored Snap Case,No,1,$4.49 ,$4.49 ,2/24/2013,,,10966689331,938627,1/3/2019 15:06,Collection
3DS,,XSEED Games,No,Story of Seasons,,,,Simulation,,9.5,3/31/2015,Marvelous!,2-Jan,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$17.99 ,1/3/2020,Complete In Case,GameStop - Alamo Quarry,8.53E+11,1379132,1/26/2020 21:15,Collection
Xbox 360,"Chow Yun Fat reprises the role of Inspector Tequila from John Woo’s influential action film, ”Hard Boiled” in this hyperkinetic shooting game. Run into danger with both fists full of lead and take down the organized crime bosses who stepped over the line when they took your family. Stop at nothing as you destroy the entire world around you to get them back. You are a desperate man following your own rules; honor thy family; do what’s right; fear no man. Stranglehold features much of the hyperkinetic, choreographed action and freeze framed sequences that Woo is known for.",Midway,,Stranglehold,,,M,"Action, Third Person Shooter",,8.1,9/5/2007,Tiger Hill Entertainment,6,United States,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,$2.69 ,$2.69 ,11/5/2013,,,31719300761,1198787,1/3/2019 15:07,Collection
