Platform,Game Summary,Publisher,3D,Title,Series,Series Order,Rating,Genre,Subgenre,IGN Score,Release Date,Developers,Players,Country of Purchase,Input Devices,Media Type,Special Edition,Discs,Packaging,Preordered,Quantity,Estimated Value,Purchase Price,Purchase Date,Condition,Notes,Barcode,Item ID,Date Added, Collection/Wishlist
DS,,Red Mile Entertainment,No,Jackass: The Game,,,T,"Action, Simulation",,4,1/8/2008,Sensory Sweep,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$13.00 ,1/1/2020,Sealed In Case,eBay,8.56E+11,1454151,1/20/2020 15:22,Collection
NES,Cartridge Only,,,Jackie Chan’s Action Kung Fu,,,,Action,,,12/31/1969,,,France,,,,,,No,1,,,,,,nocode20110505204940389,1113180,1/3/2019 15:06,Collection
Xbox,"Jade Empire is an action role-playing game developed by Canadian developer BioWare and first published in 2005 by Microsoft Game Studios as a worldwide release for the Xbox. The later, two-disc Limited Edition contained extra content. On May 10, 2006 BioWare announced a version for Microsoft Windows, to be published by 2K Games and developed by LTI Gray Matter, which was subsequently released in North America on February 26, 2007 as a Special Edition. The Special Edition was also released through the Steam delivery system on February 27, 2007 published by Valve Corporation. Jade Empire was released as an Xbox Original on Microsoft’s Xbox 360 on July 21, 2008. TransGaming Technologies announced immediate availability of the Special Edition for Intel-based Macs on August 18, 2008.",Microsoft Game Studios,,Jade Empire Limited Edition,,,M,Role Playing Game,,9.9,12/31/1969,BioWare,1,United States,Controller Game Pad,DVD,Yes,2,Colored Snap Case,No,1,$10.00 ,$10.00 ,2/23/2013,,,33510545,1050197,1/3/2019 15:06,Collection
DS,,TalonSoft,,Jagged Alliance,,,T,"Action, Adventure",,8.5,7/8/2009,Sir-Tech,1,United States,Handheld Console,Cartridge,No,1,Snap Case,No,1,$8.09 ,$8.09 ,4/5/2012,,,7.45E+11,1222880,1/3/2019 20:58,Collection
3DS,,Aksys Games,No,Jake Hunter Detective Story: Ghost Of The Dusk,,,T,Adventure,,,,Arc System Works,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$21.64 ,$21.64 ,1/1/2019,Sealed In Case,GameStop - The Rim,8.54E+11,1709729,1/26/2020 18:01,Collection
DS,Three hard boiled tales of mystery and intrigue!,Aksys Games,,Jake Hunter: Detective Chronicles,,,T,Adventure,,,12/31/1969,Aksys,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$7.00 ,$7.00 ,12/2/2011,,,8.94E+11,989657,1/3/2019 18:19,Collection
DS,,Interplay Entertainment,No,Jake Hunter: Detective Story Memories Of The Past,,,T,Simulation,,6.8,11/18/2002,High Voltage Software,4,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$19.99 ,1/2/2019,Sealed In Case - Tear In Plastic,eBay,8.94E+11,1229190,1/11/2019 20:00,Collection
DS,,Ubisoft,,Jake Power Fireman,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,,,Complete In Case,???,8888164784,1027010,1/3/2019 15:07,Collection
DS,,Ubisoft,No,Jake Power Handyman,,,E,,,,,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$10.00 ,4/7/2020,Used,"Complete in Case
eBay",8888165033,1717376,4/13/2020 22:11,Collection
DS,,Ubisoft,No,Jake Power Policeman,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.49 ,4/5/2020,Used,"Complete in Case
eBay",8888164791,1021725,4/11/2020 20:50,Collection
DS,,Ubisoft,No,Jam Sessions,,,E,Music,,4.8,12/31/1969,Ubisoft,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$2.74 ,1/23/2020,Used,"Complete in Case
Lukie Games",8888163589,1131729,2/15/2020 23:03,Collection
DS,,Ubisoft,,Jam Sessions 2,,,E10+,Music,,,12/31/1969,,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,$2.50 ,8/3/2015,Complete In Case,Garage Sale - Converse,8888165095,1322671,1/3/2019 18:11,Collection
DS,,Sega,No,Jambo! Safari Animal Rescue,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$18.95 ,1/19/2020,Used,"Complete in Case
eBay",10086670295,1427851,1/25/2020 21:31,Collection
3DS,,Ubisoft,Yes,James Noir’s Hollywood Crimes,,,T,"Adventure, Puzzle, Role Playing Game",,,11/1/2011,Ubisoft,1,United States,Handheld Console,Cartridge,No,1,Snap Case,No,1,$8.99 ,$8.99 ,2/22/2014,,,8888166726,1394788,1/3/2019 22:21,Collection
DS,"Complete in Case
Lukie Games",Nintendo,No,James Patterson - Women’s Murder Club,,,T,Role Playing Game,,6,12/31/1969,THQ,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$10.47 ,1/23/2020,Used,"Complete in Case
Lukie Games",7.85E+11,1165836,2/15/2020 21:50,Collection
DS,,,,James Pond Codename: Robocod,,,E,Adventure,,,12/31/1969,,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$0.00 ,$0.00 ,4/5/2012,,,7.68E+11,1543262,1/3/2019 15:06,Collection
Sega Genesis,USA only cart,Electronic Arts,No,James Pond II: Codename Robocod,,,3+,"Action, Platform",,9000,7/30/1991,Millenium Interactive,1,Canada,Controller Game Pad,Cartridge,No,1,Thick Snap Case,No,1,,,,,,14633070873,1483974,1/3/2019 15:06,Collection
Sega Genesis,Awesome!!!,Virgin,,Jammit,,,E,Sports,,,12/31/1969,,,Canada,Controller Game Pad,Cartridge,No,,Thick Snap Case,No,1,,,,,,52145820197,1183805,1/3/2019 15:06,Collection
DS,,Zoo,No,Jane’s Hotel,,,E,"Action, Adventure",,,5/4/2010,Zoo,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$12.00 ,1/27/2020,Used,"Complete in Case
eBay",8.02E+11,1195763,2/3/2020 19:14,Collection
NES,Cart.,Ljn Toys Ltd.,No,Jaws,,,Family Friendly,Action,,0.1,1/1/1987,"LTD, Westone Co.",1,United States,Controller Game Pad,Cartridge,No,0,Box Set,No,1,,,,,,23582051567,982477,1/3/2019 21:37,Collection
3DS,,Microsoft Game Studios,Yes,Jaws: Ultimate Predator,,,M,"Adventure, Sandbox, Horror",,,12/1/2011,Majesco Entertainment,2,United States,Handheld Console,Cartridge,No,0,Snap Case,No,1,$0.00 ,$0.00 ,4/7/2012,,,96427017455,1193251,1/3/2019 22:22,Collection
DS,,Zoo Games,,Jelly Belly Ballistic Beans,,,E,Puzzle,,,12/31/1969,Blue Monkey Studios,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$7.19 ,$7.19 ,4/22/2012,,,8.02E+11,1135099,1/3/2019 15:06,Collection
DS,,Atari,Yes,Jenga World Tour,,,E,Puzzle,,1.7,12/31/1969,Atari,2,United States,Handheld Console,Cartridge,No,0,Snap Case,No,1,$5.00 ,$5.00 ,4/14/2012,,,7.43E+11,1154945,1/3/2019 20:05,Collection
Sega Genesis,Remote,GameTek,No,Jeopardy,,,E,Trivia,,5.2,6/1/1993,GameTek,2,Canada,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,43948003047,1116612,1/3/2019 15:06,Collection
Super NES,"For the first time, ”America’s Favorite Quiz Show,” ’JEOPARDY!’, comes to the Wii and Nintendo DS. The video game based on TV’s No. 2 syndicated game show is voiced by host Alex Trebek and comes to life with an authentic show set that includes lights, cameras and a ”live” studio audience. Inviting up to three players to compete with each other and represented by their favorite Mii character, participants test their knowledge in Jeopardy!, Double Jeopardy! and Final Jeopardy! rounds by providing responses to the clues provided. The Wii Speak technology can also be utilized to verbally respond to the clues, as well as the handwriting recognition technology on the DS version. Additionally, the Clue Crew will make a cameo in the game to present contestants with visual clues. In addition to the main gameplay, participants can play the commercial break mini-games to unlock new, trendy outfits for their Mii characters. The JEOPARDY! video game includes a comprehensive tracking system that stores the players statistics, such as number of wins and fastest response time.",GameTek,,Jeopardy!,,,,Trivia,,,1/28/1991,"Gametek, Inc.",,United States,Controller Game Pad,Cartridge,No,,Box Set,No,1,$7.00 ,$7.00 ,8/5/2012,,,43948510507,1116613,1/3/2019 15:06,Collection
DS,"For the first time, ”America’s Favorite Quiz Show,” ’JEOPARDY!’, comes to the Wii and Nintendo DS. The video game based on TV’s No. 2 syndicated game show is voiced by host Alex Trebek and comes to life with an authentic show set that includes lights, cameras and a ”live” studio audience. Inviting up to three players to compete with each other and represented by their favorite Mii character, participants test their knowledge in Jeopardy!, Double Jeopardy! and Final Jeopardy! rounds by providing responses to the clues provided. The Wii Speak technology can also be utilized to verbally respond to the clues, as well as the handwriting recognition technology on the DS version. Additionally, the Clue Crew will make a cameo in the game to present contestants with visual clues. In addition to the main gameplay, participants can play the commercial break mini-games to unlock new, trendy outfits for their Mii characters. The JEOPARDY! video game includes a comprehensive tracking system that stores the players statistics, such as number of wins and fastest response time.",THQ,No,Jeopardy!,,,E,"Educational, Trivia",,N/A,9/1/2010,Griptonite Games,3-Jan,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.00 ,2/18/2020,New,"Sealed in Case
eBay",7.85E+11,1116625,2/23/2020 23:42,Collection
DS,,Maximum Family Games,No,Jewel Link Cronicles: Mountains of Madness,,,E,Puzzle,,,12/31/1969,,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.00 ,12/31/2019,Used,"Complete in Case
eBay",8.14E+11,1528033,2/2/2020 16:31,Collection
Sega Genesis,No Instrucciones,Sega,,Jewel Master,,,,"Action, Adventure",,,8/29/1991,Sega,1,Australia,Controller Game Pad,Cartridge,No,1,Thick Snap Case,No,1,,,,,,10086010251,1032347,1/3/2019 15:06,Collection
DS,,Storm City Games,No,Jewel Master Collection,,,E10+,,,,,,,Canada,Handheld Console,Cartridge,,,Snap Case,No,1,,$15.00 ,5/9/2020,Used,"Complete in Case
eBay",8.14E+11,1718396,5/23/2020 22:26,Collection
3DS,,Rising Star Games,Yes,Jewel Master Cradle Of Rome 2,,,E,Puzzle,,,6/26/2012,Rising Star Games,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$6.99 ,$6.99 ,12/22/2018,Complete In Case,"eBay
Had smoke smell",8.87E+11,1389000,1/26/2020 18:02,Collection
DS,,Rising Star Games,No,Jewel Master: Cradle Of Persia,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$4.66 ,6/22/2020,Used,"Complete in Case
eBay",8.87E+11,1417928,9/14/2020 15:56,Collection
DS,,Rising Star Games,No,Jewel Master: Cradle Of Rome 2,,,E,Puzzle,,,12/31/1969,,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$4.66 ,6/22/2020,Used,"Complete in Case
eBay",8.87E+11,1388999,9/14/2020 15:58,Collection
DS,"In this one-of-a-kind Match 3 Adventure, swap adjacent tiles so that rows of three or more of the same symbols emerge. By doing this, you will collect food, building resources, jewels and gold, as well as magical artifacts for your mission. Will the Goddess of Wisdom be merciful to you?",Storm City Games,No,Jewel Master: Cradle of Athena,,,E10+,Puzzle,,,10/5/2010,Cerasus Media,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,$9.99 ,,Used,Complete in Case,8.14E+11,1040969,1/3/2019 18:42,Collection
3DS,,Rising Star Games,Yes,Jewel Master: Cradle of Egypt 2,,,E,Puzzle,,,12/31/1969,cerasus.media GmbH,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,,,Complete In Case,???,8.87E+11,1384618,1/3/2019 15:07,Collection
DS,Jewel Master Egypt is more than just another match-three puzzler. Link identical resource gems and earn assets needed to create an Empire! Build ancient Egypt from the ground up in this dazzling jewel puzzler which puts you on scene for the building of the Pyramids and one of History’s greatest civilizations!,Storm City Games,No,Jewel Master: Egypt,,,E,Puzzle,,,11/3/2009,Storm City Games,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$8.47 ,2/17/2020,Used,"Complete in Case
Lukie Games",8.14E+11,1080973,3/1/2020 19:44,Collection
DS,,Atari,No,Jewel Match,,,E,Puzzle,,,12/31/1969,,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.97 ,1/23/2020,Used,"Complete in Case
Lukie Games",7.43E+11,1234625,2/15/2020 22:40,Collection
DS,"Contains both Jewel Quest Mysteries and Mysteryville - 2 great hidden objects games in 1! In Jewel Quest Mysteries, follow Rupert and Emmas efforts to reassemble the original set of Jewel Board jewels. Each game will set the player on a world-hopping adventure, uncovering the story of each jewels place in history along the way. Mysteryville tells the story of the town of Mysteryville facing a baffling occurrence: cats are disappearing in the quiet town. As an ace reporter for Countryside Life Magazine, its up to you to find the truth. Visit the shops, question the residents and examine every detail to find the answers behind this feline mystery!",Activision,No,Jewel Quest Mysteries,,,E,Compilation,,,3/11/2009,iWin,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$5.47 ,2/17/2020,Used,"Complete in Case
Lukie Games",47875762831,1045937,3/1/2020 19:45,Collection
DS,,Activision,No,Jewel Quest: Expeditions,,,E,Puzzle,,,12/31/1969,iWin,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.47 ,2/17/2020,Used,"Complete in Case
Lukie Games",47875754096,1258039,3/1/2020 20:10,Collection
DS,,O Games,No,Jewel Time Deluxe,,,E,Puzzle,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$40.00 ,9/9/2020,Used,"Complete in Case
eBay",8.79E+11,1246946,9/28/2020 21:57,Collection
DS,,City Interactive,No,Jewels Of The Ages,,,E,Puzzle,,,12/31/1969,,1,Canada,Handheld Console,Cartridge,,,Snap Case,No,1,,$19.00 ,9/29/2020,Used,"Complete in Case
eBay",8.16E+11,1220310,10/24/2020 14:06,Collection
DS,,City Interactive,No,Jewels of the Tropical Lost Island,,,E,Puzzle,,,12/31/1969,,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$0.00 ,2/23/2020,Complete In Case,Game Over - Bandera,8.98E+11,1389005,2/23/2020 21:47,Collection
DS,,Destineer,No,Jigapix: Pets,,,E,Puzzle,,,3/2/2010,Destineer,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.47 ,1/23/2020,Used,"Complete in Case
Lukie Games",8.28E+11,1322560,2/15/2020 21:53,Collection
DS,,Destineer,No,Jigapix: Wild World,,,E,Puzzle,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,,1,,$7.97 ,3/10/2021,Used,"Complete in Case
Lukie Games",8.28E+11,1052842,6/5/2021 18:19,Collection
DS,,Destineer,No,Jigapix: Wonderful World,,,E,Puzzle,,,3/30/2010,,1,United States,Handheld Console,Cartridge,,,Snap Case,,1,,$7.00 ,6/14/2021,Complete In Case,eBay,8.28E+11,1317449,6/29/2021 17:02,Collection
PSP,,Aksys,No,Jikandia: The Timeless Land,,,T,"Adventure, Role Playing Game",,5.5,3/15/2011,Idea Factory,4,United States,Handheld Console,UMD,No,1,Snap Case,No,1,$3.14 ,$3.14 ,3/2/2013,,,8.94E+11,1345345,1/3/2019 15:06,Collection
DS,"No Jogo Interativo p/ Nintendo Wii Jillian Michaels Fitness Ultimatum 2010 - Majesco, você entra em um programa de exercícios, contando com a ajuda de uma treinadora para motivá-lo, ambientado numa ilha do Pacifico.

Edição de jogo onde você entra num novo programa de exercícios com uso pleno do Wii Remote e do Wii Balance Board. Ambientado numa ilha íngreme no Pacífico, traz novas formas de treinamento, com monitoramento mais preciso de movimentos e um sistema de calendário que permite aos jogadores programar suas rotinas de exercícios com até seis meses de duração. Você conta ainda com a treinadora Jillian, sempre fornecendo feedbacks e motivação para atingir seus melhores resultados.",Majesco Entertainment,No,Jillian Michaels Fitness Ultimatum,,,E,Sports,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.55 ,1/2/2020,New,"Sealed in Case
eBay",96427016106,1167232,1/20/2020 23:59,Collection
Wii,,Autumn Games,No,Jimmie Johnson’s: Anything With An Engine,,,E10+,Racing,,9.3,11/22/2011,Isopod Labs,2,United States,Motion Sensing Remote,DVD,,1,Snap Case,No,1,,$1.06 ,1/6/2019,Complete In Case,GameStop - Blanco,83717401230,1489890,1/6/2019 21:52,Collection
Sega Genesis,No case or instructions,Sega,No,Joe Montana Football,,,E,Sports,,,1/1/1990,BlueSky Software,2,United States,Controller Game Pad,Cartridge,No,,Thick Snap Case,No,1,,,,,,10086012057,1006303,1/3/2019 15:06,Collection
Sega Genesis,,Sega,,Joe Montana II: Sports Talk Football,,,E,Sports,,"7,7",1/1/1991,BlueSky Software/Western Technologies,2,Canada,Controller Game Pad,Cartridge,No,1,Thick Snap Case,No,1,,,,,,10086012095,1006317,1/3/2019 15:06,Collection
DS,,Mumbo Jumbo,No,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama!,,,E10+,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$8.00 ,3/30/2020,New,"Sealed in Case
eBay",8.12E+11,1376304,4/11/2020 20:36,Collection
DS,,505 Games,No,Johnny Test,,,E,Action,,,12/31/1969,505 Games,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$15.00 ,5/31/2020,Used,"Complete in Case
eBay",8.13E+11,1171797,9/14/2020 17:09,Collection
DS,,Ubisoft,No,Jojo’s Fashion Show Design In A Dash,,,E,,,,2/3/2009,Ubisoft,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$5.00 ,11/26/2019,Missing Manual,Game Over - 410,8888165019,1326041,2/1/2020 14:42,Collection
DS,,Disney Interactive,No,Jonas,,,E,Adventure,,,12/31/1969,Disney Interactive Studios,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$2.74 ,1/23/2020,Used,"Complete in Case
Lukie Games",7.13E+11,1048510,2/15/2020 22:34,Collection
DS,,THQ,No,Journey to the Center of the Earth,,,E,"Action, Adventure",,3.5,12/31/1969,,1,Canada,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.97 ,2/17/2020,Used,"Complete in Case
Lukie Games",7.85E+11,948826,3/1/2020 20:05,Collection
Wii,,XSEED Games,,Ju-On The Grudge Haunted House Simulator,,,M,Horror,,2.5,10/13/2009,feelplus,2,United States,Motion Sensing Remote,DVD,No,1,Snap Case,No,1,$14.39 ,$14.39 ,6/9/2013,,,8.53E+11,1420272,1/3/2019 15:06,Collection
DS,,Destineer,No,Jumble Madness,,,E10+,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$3.33 ,1/19/2020,Used,"Complete in Case
eBay",8.28E+11,1057594,1/23/2020 22:44,Collection
DS,Dive into a deep sea adventure!, ,No,Jump Start Deep Sea Escape,,,E,Educational,,,12/31/1969,Knowledge Adventure,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.95 ,1/5/2020,New,"Sealed in Case
eBay",8.77E+11,1239601,1/20/2020 22:54,Collection
DS,,Knowledge Adventure,No,Jump Start: Legend Of Lost Island,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,,,1,,$72.30 ,4/17/2021,Used,"Complete in Case
eBay",8.77E+11,1425653,6/6/2021 0:22,Collection
Super NES,Cartridge only,Electronic Arts,,Jungle Strike,,,,"Strategy, Top Down Shooter",,,12/31/1969,Electronic Arts/EA Games,1,United States,Controller Game Pad,Cartridge,No,,,No,1,,,,,,5.01E+12,1013349,1/3/2019 15:06,Collection
Sega Genesis,Cartridge only,Electronic Arts,,Jungle Strike: The Sequel to Desert Strike,,,T,"Strategy, Top Down Shooter",,.,9/1/1993,High Score Productions,1,United States,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,14633071627,1192198,1/3/2019 15:06,Collection
DS,"One of the greatest games, ideas and fantastic uses for a hand held to ever be invented.
Simply superb",Avaquest,No,Junior Brain Trainer,,,E,Educational,,,12/31/1969,,1,United States,Handheld Console,Cartridge,,1,Snap Case,No,1,,$8.00 ,12/30/2019,Used,"Complete in Case
eBay",8.14E+11,922967,1/20/2020 21:58,Collection
DS,Used,Maximum Family Games,No,Junior Brain Trainer 2,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$8.00 ,12/30/2019,Used,"Complete in Case
eBay",8.14E+11,1318300,1/20/2020 21:57,Collection
DS,,Maximum Games,No,Junior Brain Trainer Math Edition,,,E,,,,,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$8.37 ,12/30/2019,Used,"Complete in Case
eBay",8.14E+11,1715636,1/20/2020 22:13,Collection
DS,Gives kids the chance to read multiple classic books right on their ds,,,Junior Classic Books & Fairy Tales,,,,Educational,,,3/25/2011,,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$6.29 ,$6.29 ,4/7/2012,,,8.14E+11,1450156,1/3/2019 15:06,Collection
DS,,VP Games,No,Junior Classic Games,,,E,Puzzle,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.95 ,3/30/2020,Used,"Complete in Case
eBay",8.14E+11,1199194,4/4/2020 21:08,Collection
3DS,,Maximum Family Games,No,Junior Classic Games 3D,,,E,"Board, Card, Compilation",,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.58 ,1/2/2020,Complete In Case,eBay,8.14E+11,1479505,1/26/2020 21:13,Collection
DS,,Maximum Games,,Junior Island Adventure,,,,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,,,Used,Complete in Case,8.14E+11,1235601,1/3/2019 15:07,Collection
DS,,Maximum Games,No,Junior Mystery Quest,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.65 ,2/9/2019,Used,"Complete in Case
eBay",8.14E+11,1358411,1/20/2020 22:11,Collection
Sega Genesis,Cart only,Sega,No,Jurassic Park,,,E,"Action, Adventure",,,12/31/2000,BlueSky,1,United States,Controller Game Pad,Cartridge,No,0,Thick Snap Case,No,1,,,,,,10086010565,967265,1/3/2019 15:05,Collection
Super NES,Cart only,Ashton,No,Jurassic Park,,,E,"Action, Adventure",,7.4,10/1/1993,Ocean,1,United States,Controller Game Pad,Cartridge,No,0,Box Set,No,1,,,,,,20295030100,967270,1/3/2019 15:05,Collection
Xbox 360,"In Just Cause, you take on the role of the flamboyant Rico Rodriguez - an undercover CIA operative specialising in regime change - as he tries to overthrow the corrupt government of San Esperito. This rogue South American island is suspected of stockpiling WMDs and it’s your job to negate the threat to world peace. It could be to your advantage that this tropical paradise is about to implode as various factions vie for power - it just needs a gentle nudge in the right direction.
Just Cause offers the freedom to tackle your assignment however you want: play the island’s factions off against one another; incite a rebellion among the masses; or build alliances with rebel forces and drug cartels. Explore the game’s world of 1,225 square miles of mountains, jungles, beaches, cities and villages with a variety of air, land and sea craft.",Eidos Interactive,,Just Cause,,,M,"Action, Sandbox",,5.9,9/27/2006,Avalanche Studios,1,United States,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,$1.99 ,$1.99 ,9/12/2012,,,7.89E+11,928529,1/3/2019 15:06,Collection
Wii U,,Ubisoft,No,Just Dance 2014,,,E,"Music, Stealth",,7.9,10/8/2013,Ubisoft Paris,4,United States,Controller Game Pad,Blu-Ray Disc,,1,Colored Snap Case,No,1,,$3.01 ,1/7/2019,Used,"Complete in Case
eBay",8888188223,1300714,3/2/2020 12:52,Collection
Wii U,,Ubisoft,No,Just Dance 2015,,,E,Music,,,12/31/1969,Ubisoft San Francisco,4-Jan,United States,Controller Game Pad,Blu-Ray Disc,,1,Colored Snap Case,No,1,,$4.49 ,12/27/2019,Complete In Case,GameStop - Northwoods,8.87E+11,1371193,3/2/2020 12:46,Collection
Wii U,Bring The Ultimate Party!,Ubisoft,No,Just Dance 4,,,E10+,Music,,5.3,11/18/2012,Ubisoft,4,United States,Controller Game Pad,Blu-Ray Disc,,1,Colored Snap Case,No,1,,$3.01 ,1/7/2019,Used,"Complete in Case
eBay",8888187202,1248400,3/2/2020 12:51,Collection
DS,"SAY IN 6 LANGUAGES
Spanish.    French
Chinese.    German
Japanese.  Italian",THQ,No,Just In Time Translations,,,E,Educational,,,9/14/2009,THQ,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.19 ,3/30/2020,Used,"Complete in Case
eBay",7.85E+11,1262822,4/11/2020 20:45,Collection
DS,,Nintendo,No,Just Sing!,,,E10+,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.45 ,1/2/2020,Used,"Complete in Case
eBay",8.15E+11,1389966,1/20/2020 23:17,Collection
DS,Command the amazing powers of Earth’s mightiest alliance! Join the legendary Justice League in their quest to defeat a tyrannous evil intent on turning our world into a living nightmare.,Eidos Interactive,No,Justice League Heroes,,,E10+,"Action, Role Playing Game",,,12/31/1969,Eidos Interactive,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.97 ,2/17/2020,Complete In Case,"Lukie Games
Includes poster",7.89E+11,896606,3/1/2020 19:46,Collection
DS,,D3 Publisher,No,Kamen Rider Dragon Knight,,,T,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$40.00 ,5/2/2020,Used,"Complete in Case
eBay",8.79E+11,1296662,5/25/2020 19:49,Collection
Super NES,"From power hiting to playing awesome defense, ”The Kid” can do it all! Now, you can too, with KEN GRIFFEY JR. PRESENTS MAJOR LEAGUE BASEBALL®! Hundreds of unique characters from your favorite teams are here-- the very best Major League Baseball has to offer!
Dive or leap to make the catch! Jump over the hard slide of the lead runner, pivot and fire to first for a rally-killing double play! Feel the pain when you slam into the outfield fence and rob your opponent of extra bases! Do you have what it takes to play ball with ”The Kid”?",Nintendo,No,Ken Griffey Jr. Presents Major League Baseball,,,E,Sports,,,3/17/1994,Nintendo,2,United States,Controller Game Pad,Cartridge,No,0,Box Set,No,1,$7.00 ,$7.00 ,8/5/2012,,,45496830281,1035411,1/3/2019 15:06,Collection
Xbox 360,,Majesco Entertainment,,Kengo Legend Of The 9,,,M,Action,,3.5,9/11/2007,Genki,1,United States,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,$3.59 ,$3.59 ,3/1/2013,,,96427014997,1575176,1/3/2019 15:06,Collection
Sega Genesis,Cart only,Sega,No,Kid Chameleon,,,E,"Action, Adventure, Platform, Side Scrolling",,75%,5/28/1992,Sega Technical Institute,2,United States,Controller Game Pad,Cartridge,No,1,Thick Snap Case,No,1,,,,,,10086010107,1004387,1/3/2019 15:06,Collection
3DS,"One of the most longed-for franchises from Nintendo’s long history makes its glorious return in spectacular 3-D. Kid Icarus is back in a game designed specifically for the Nintendo 3DS system by Kirby and Super Smash Bros. creator Masahiro Sakurai and his development team at Project Sora.
Kid Icarus: Uprising is a fast-paced and action-packed blend of aerial and ground-based shooting built on elegantly intuitive and streamlined play control. It boasts game play that is easy to pick up but incredibly deep, designed to satisfy novice gamers as well as fans who have been clamoring for a new installment in the franchise.",Nintendo,Yes,Kid Icarus: Uprising,,,E10+,"Action, Third Person Shooter",,8.5,3/23/2012,Project Sora,6,United States,Handheld Console,Cartridge,Yes,0,Box Set,No,1,$29.99 ,$29.99 ,3/25/2012,,,45496741686,1179059,1/3/2019 21:44,Collection
DS,Multiplayer supports 2 to 4 players. 21 mini-games with 3 different levels of difficulty each. 7 different classes of games (left/right brain exercises). Difficulty increases as skill level increases.,Talking Stick Games,No,Kids Learn 2Think: A+ Edition,,,E,,,,,,,United States,Handheld Console,Cartridge,,,,,1,,$11.00 ,9/12/2021,Complete In Case,eBay,8.59E+11,1737997,10/30/2021 21:22,Collection
