"Platform","Game Summary","Publisher","3D","Title","Series","Series Order","Rating","Genre","Subgenre","IGN Score","Release Date","Developers","Players","Country of Purchase","Input Devices","Media Type","Special Edition","Discs","Packaging","Quantity","Estimated Value","Purchase Price","Purchase Date","Condition","Notes","Barcode","Item ID","Date Added", Collection/Wishlist
"Game Boy Advance","","Nintendo","No","Donkey Kong Country 2","","","E","Adventure","","80","2004-06-25","Rare Limited","1","United States","Handheld Console","Cartridge","","","Cardboard Box","1","","","","Complete In Case","","045496733971","1128601","2021-08-12 01:55:18",Collection
"Wii","Wii
Nintendo 3DS","Nintendo","No","Donkey Kong Country Returns","","","E","Platform, Side Scrolling","","9.0","2010-11-21","Retro Studios, Inc.","2","United States","Motion Sensing Remote","DVD","No","1","Snap Case","1","$25.19","$25.19","2013-04-25","","","045496902001","1042621","2019-01-03 15:06:52",Collection
"3DS","Donkey Kong Country Returns, known as Donkey Kong Returns (ドンキーコング リターンズ Donkī Kongu Ritānzu?) in Japan, is a side-scrolling platform game developed by Retro Studios and released by Nintendo for the Wii console in North America on November 21, 2010, then in Australia, Europe and Japan in December 2010. It is the series’ first traditional home console installment since Donkey Kong Jungle Beat (2005), and also the first Donkey Kong Country entry not to involve British video game developer Rare during its development.

The game’s story focuses on a group of evil creatures called Tikis known as the Tiki Tak Tribe that arrive on Donkey Kong Island, and hypnotize the island’s animals to steal Donkey Kong’s bananas. This forces him to retrieve the hoard with the help of his friend Diddy Kong. The game received generally positive reviews, receiving an average score of 87% on GameRankings and Metacritic, and selling 4.96 million copies worldwide by the end of March 2011.

On February 14, 2013 Nintendo announced that a 3D port titled Donkey Kong Country Returns 3D was in development for the Nintendo 3DS, and was released in Europe and North America on May 24, 2013.","Nintendo","Yes","Donkey Kong Country Returns 3D","","","E","Platform","","8.9","2013-05-24","Nintendo","2","United States","Handheld Console","Cartridge","No","0","Snap Case","1","","$27.99","2013-05-23","","","045496742423","1290163","2019-01-03 21:55:42",Collection
"Wii U","Take back DK Island from arctic invaders!
","Nintendo","No","Donkey Kong Country: Tropical Freeze","","","E","Adventure","","9.0","2014-02-21","Nintendo","2","United States","Controller Game Pad","Blu-Ray Disc","","1","Colored Snap Case","1","","$8.00","2019-01-06","Complete In Case","GameStop - Huebner","045496903190","1301270","2019-01-06 19:24:40",Collection
"Game Boy","Game Boy","Nintendo","No","Donkey Kong Land","","","E","Platform, Side Scrolling","","8.3/10","1995-08-24","Rare","1","United Kingdom","Handheld Console","Cartridge","No","1","Box Set","1","$0.00","$0.00","2013-02-24","","","045496730369","1007968","2019-01-03 15:06:38",Collection
"3DS","","GameMill Publishing","No","Doodle Jump Adventures","","","E","Platform","","","1969-12-31","Hudson Soft","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","","","Complete In Case","???","834656090159","1357605","2020-01-26 21:06:38",Collection
"DS","","GameMill Entertainment","No","Doodle Jump Journey","","","E","Platform","","","1969-12-31","","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$15.47","2021-06-07","Complete In Case - Artwork Damaged Possibly Wrong Case Type","Lukie Games","834656090142","1361293","2021-06-11 17:02:17",Collection
"Super NES","Cartridge only","Williams","","Doom","","","M","First Person Shooter","","","1969-12-31","Sculptured Software","1","France","Controller Game Pad","Cartridge","No","1","Cardboard Box","1","","","","","","nocode20110504232429819","943568","2019-01-03 15:05:56",Collection
"Xbox 360","Signed by Id","Bethesda Softworks","Yes","Doom 3: BFG Edition","","","M","First Person Shooter, Horror","","7.6","2012-10-16","id Software","1-4","United States","Controller Game Pad","DVD","Yes","1","Colored Snap Case","1","$29.99","$29.99","2012-10-15","","","093155118324","1238791","2019-01-03 15:06:43",Collection
"DS","","2K Play","No","Dora & Kai-lan’s Pet Shelter","","","E","","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$6.97","2021-03-10","Used","Complete in Case
Lukie Games","710425450914","1199127","2021-06-05 18:24:56",Collection
"DS","","2K Play","No","Dora Puppy","","","","Adventure, Side Scrolling","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$3.71","2019-01-05","Used","Complete in Case
eBay","710425356742","1030569","2019-01-11 23:05:40",Collection
"DS","","2K Play","No","Dora Saves The Mermaids","","","","","","","","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$3.71","2019-01-05","Used","Complete in Case
eBay","710425351877","1709872","2019-01-11 23:08:12",Collection
"DS","Need manual","2K Play","","Dora Saves The Snow Princess","","","E","Action, Adventure","","","1969-12-31","","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$2.14","$2.14","2018-12-28","Complete In Case","eBay","710425354595","948973","2019-01-03 15:07:48",Collection
"DS","","2K Play","No","Doras Cooking Club","","","E","Side Scrolling","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$9.97","2020-01-23","Used","Complete in Case
Lukie Games","710425358371","1046282","2020-02-15 22:52:59",Collection
"DS","","2K Games","No","Dora’s Big Birthday Adventure","","","E","Educational","","","2010-08-30","Black Lantern Studios, Inc.","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$11.97","2020-01-23","Used","Complete in Case
Lukie Games","710425358333","1434556","2020-02-15 23:02:58",Collection
"Sega Master System","The player takes control of martial artist Billy Lee, or his twin brother Jimmy (also known as Hammer and Spike in the supplementary materials for the American arcade release), as they fight their way into the turf of the Black Warriors gang in order to rescue their common love interest Marian. The player character has a repertoire of martial art techniques which they can perform by using the joystick and three action buttons (kick, jump, and punch) individually or in combination. Techniques range from basic punches and kicks, to more elaborate manoeuvres like hair grabbing moves and elbow strikes. When playing with another player, one can assist the other by grabbing their partner’s opponent from behind. The player begins the game with a certain number of extra lives and a life gauge which depletes as the player takes hits. If the life gauge runs out or the time limit reaches zero, the player will lose a life.","Sega","","Double Dragon","","","Family Friendly","Fighting, Role Playing Game","","7.9","1988-10-01","Sega","2","United States","Controller Game Pad","Cartridge","No","1","Thick Snap Case","1","","","","","","010086070125","944450","2019-01-03 15:05:56",Collection
"NES","Double Dribble, the first 5-on-5, full-court home basketball game, is pure hoops action at its finest. Choose from a handful of teams and multiple levels of difficulty as you take on the computer alone or challenge a friend and see who has the better skills. Take the ball and sink shots from locations all over the court, or get in your opponent’s face and do your best to block the shot. Better yet, drive the lane and rock the rim to see one of the game’s trademark slam-dunk cut sce","Konami","No","Double Dribble","","","E","Sports","","5.0","1988-09-06","Konami","2","United States","Controller Game Pad","Cartridge","No","1","Slip Sleeve","1","","","","","","083717110057","962232","2019-01-03 15:06:18",Collection
"DS","","DSI Games","No","Double Sequence","","","E","","","","1969-12-31","","","Canada","Handheld Console","Cartridge","","","Snap Case","1","","$5.00","2020-04-13","Used","Complete in Case
eBay","802068101619","1110655","2020-04-25 22:07:12",Collection
"DS","","DSI Games","No","Dr Seuss How The Grinch Stole Christmas!","","","E","","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$14.00","2020-05-01","Used","Complete in Case
eBay","802068101398","1330026","2020-05-25 19:47:53",Collection
"DS","","O-Games","No","Dr. Jekyll And Mr. Hyde","","","T","Side Scrolling","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$34.25","2020-02-01","Used","Complete in Case
eBay","878614001665","1156105","2020-02-05 20:07:59",Collection
"Nintendo 64","E","Nintendo","No","Dr. Mario 64","","","E","Puzzle","","5.0","2001-04-08","Nintendo","2","United States","Controller Game Pad","Cartridge","No","1","Cardboard Box","1","","","","","","045496870935","1034594","2019-01-03 15:06:04",Collection
"Sega Genesis","No manual","Sega","","Dr. Robotnik’s Mean Bean Machine","","","E","Platform, Side Scrolling","","7.5","1993-12-01","Compile","2","Canada","Controller Game Pad","Cartridge","No","0","Thick Snap Case","1","","","","","","010086017069","1104811","2019-01-03 15:06:08",Collection
"DS","","Atlus","","Draglade","","","E10+","Fighting","","","2007-12-04","Dimps","1","United States","Handheld Console","Cartridge","No","","Snap Case","1","$11.95","$11.95","2014-01-20","Complete In Case","eBay","730865400119","1033658","2019-01-03 15:07:43",Collection
"Xbox 360","Dragon Age II thrusts players into the role of Hawke, a penniless refugee who rises to power to become the single most important character in the world of Dragon Age. Known to be a survivor of the Blight and the Champion of Kirkwall, the legend around Hawke’s rise to power is shrouded in myth and rumor.
Featuring an all-new story spanning 10 years, players will help tell that tale by making tough moral choices, gathering the deadliest of allies, amassing fame and fortune, and sealing their place in history. The way you play will write the story of how the world is changed forever.","Electronic Arts/EA Games","No","Dragon Age II: Bioware Signature Edition","","","M","Action, Role Playing Game","","8.5","2011-08-03","BioWare","1","United States","Controller Game Pad","DVD","Yes","1","Colored Snap Case","1","$8.99","$8.99","2013-03-01","","","014633195293","1055791","2019-01-03 15:06:41",Collection
"3DS","","Bandai Namco Entertainment","No","Dragon Ball Fusions","","","T","Action, Role Playing Game","","7.0","2002-07-17","Ganbarion","2","United States","Handheld Console","Cartridge","No","1","Snap Case","1","","","","Complete In Case","???","722674700696","1512889","2019-01-03 22:01:43",Collection
"DS","Play as Goku as you kill tigers, boars and bats throughout the beggining of Dragon Ball!","Atari","No","Dragon Ball Origins","","","T","Action, Adventure, Role Playing Game","","8.2","2008-11-15","Game Republic","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$23.50","$23.50","2013-06-06","Complete In Case","eBay","742725277144","1088313","2019-01-03 20:32:21",Collection
"DS","","Namco Bandai","","Dragon Ball Origins 2","","","T","Action, Adventure, Fantasy, Fighting, Hack n’ Slash","","7.5","2010-02-11","Game Republic","1","United States","Handheld Console","Cartridge","No","","Snap Case","1","$23.50","$23.50","2013-06-06","Complete In Case","eBay","722674700283","1088316","2019-01-03 15:07:43",Collection
"3DS","","Bandai Namco Entertainment","No","Dragon Ball Z : Extreme Butoden","","","T","Fighting","","","2015-10-23","","2","United States","Handheld Console","Cartridge","","","Snap Case","1","","$2.76","2016-08-11","Sealed In Case","Best Buy","722674700634","1449274","2019-01-03 22:07:16",Collection
"DS","Play from the end of Dragon Ball up to the battle with Vegeta as Goku, Gohan, Krillin, Piccolo, Tien and Yamcha!","Namco Bandai","No","Dragon Ball Z: Attack Of The Saiyans","","","E10+","Role Playing Game","","7.1","2009-11-10","Monolith Soft","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$17.99","$17.99","2013-06-02","Complete In Case","GameStop - Forum","722674700276","1223310","2019-01-03 20:32:15",Collection
"Wii","SUPER HERO SHOWDOWN!

Battle as and against the most incredible fighters in the universe in an ultimate contest of good versus evil.

• Use Disk Fusion System to unlock ultimate battle modes from Budokai Tenkaichi 1 and 2
• 150 characters, 10 game modes, 20 stages- endless challenges!
• Save and replay your favorite fights with new Battle Replay mode.","Atari","","Dragon Ball Z: Budokai Tenkaichi 3","","","T","Action, Fighting","","8.0","2007-11-13","Namco Bandai","2","United States","Motion Sensing Remote","DVD","No","1","Snap Case","1","$35.00","$35.00","2013-07-06","Complete In Case","","742725275584","915225","2019-01-03 15:06:53",Collection
"Wii","SUPER HERO SHOWDOWN!

Battle as and against the most incredible fighters in the universe in an ultimate contest of good versus evil.

• Use Disk Fusion System to unlock ultimate battle modes from Budokai Tenkaichi 1 and 2
• 150 characters, 10 game modes, 20 stages- endless challenges!
• Save and replay your favorite fights with new Battle Replay mode.","Atari","No","Dragon Ball Z: Budokai Tenkaichi 3","","","T","Fighting","","8","2007-12-03","Spike","2","United States","Motion Sensing Remote","DVD","Yes","2","Snap Case","1","","","","Missing Bonus Disc","","742725275942","1335352","2023-09-30 14:34:06",Collection
"DS","","Atari","","Dragon Ball Z: Harukanaru Densetsu","","","E","","","7.5","1969-12-31","Namco Bandai","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$12.58","$12.58","2013-08-02","Complete In Case","eBay","742725275355","1277035","2019-01-03 15:07:44",Collection
"DS","Missing manual","Atari","No","Dragon Ball Z: Supersonic Warriors 2","","","","Fighting","","7.5","2000-12-31","Arc System Works","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$12.50","$12.50","2014-11-28","Complete In Case","Game Over - 410","742725266896","1198773","2019-01-03 20:32:28",Collection
"Wii","Dragon Blade: Wrath of Fire é um jogo lançado exclusivamente para Wii pela D3 Publisher. Dragon Blade segue um jovem aventureiro chamado Dal que procura seis pedaços da lendária ”Dragon Blade”, cada um contendo a alma de um dragão diferente. Em uma tentativa de construir a arma final para vencer o mal, o jovem protagonista embarca em uma busca para encontrar e lacrar cada um dos seis dragões, tendo suas almas e habilidades conquistadas no processo.
O enredo gira em torno de Dal e sua busca para recuperar as seis peças da Dragon Blade e vencer os dragões que ”saquearem” a terra. Ele é acompanhado por um dragão vermelho misterioso chamado Valthorian cuja alma é a fonte dos poderes do Blade Dragon. O enredo foi escrito por Richard A. Knaak.

Dal é atormentado por sonhos repetidos de si mesmo empunhando uma espada de fogo e de ser instruído por uma voz sobre como usá-la (servindo como tutorial do jogo). Uma vez que todos os objetos quebráveis ​​foram incinerados, ele acorda para encontrar sua noiva. Ele diz a ela do seu sonho, e quando ele termina, a aldeia está sob ataque dos monstros que servem os dragões. Depois de instruí-la a correr e se esconder, ele é atraído por uma grande pedra e uma voz desencarnada. Ele é teleportado para uma cavidade subterrânea escondida nas profundezas, onde a alça e cabo para a lâmina de fogo dos seus sonhos está situado. Ele pega a lâmina, e a voz desencarnada se revela como Valthorian, o dragão de fogo que levou favor com a humanidade em tempos de guerra e deu-lhes a força extra de luta para influenciar a vitória para um lado.

Irritado por suas ações, os outros cinco dragões conspirou contra ele, acabou corrompendo a seis pessoas mais confiável de Valthorian. Valthorian acreditava que acabariam por destruídos, e o povo lança um ataque. Incapaz de magoar as pessoas que ele amou uma vez e confiável, Valthorian é assassinado e sua alma selada em órbitas diferentes, pedaços do Dragon Blade. Um dos seis homens, no entanto, lamentou a sua assistência na escritura, tirou a parte e escondeu. Por gerações, a família guardava o tesouro, que era o cabo e punho, até que levou a Dal, o seu último descendente.

Depois de aprender isso, Dal retorna para a aldeia, encontrando-o em chamas. Irritado e com poderes, ele se aproxima do monstro e começa a matá-los. Eventualmente, ele encontra sua noiva a beira da morte, que partilha as suas últimas palavras com ele. Entristecido com a morte dela, ele vai até a área onde os principais líderes do ataque estão residindo. Como se vê, eles estavam procurando a Dragon Blade, que agora exerce Dal. Com todos de sua aldeia fora, ele se estabelece com o Dragon Blade, e pede a Valthorian para matar os que destruiu sua casa e sua noiva.

Passando por várias terras, Dal recupera porções da alma de Valthorian, que é vencida pela morte dos restantes cinco homens corruptos que Valthorian confiava. Os braços, cauda, ​​um chefe de Valthorian é recuperado. Dal mata cada um dos dragões. Ao chegar Vormanax, uma grande luta ocorre, e no final, Valthorian é revivido e mata Vormanax, prendendo sua alma no Dragon Blade para substituí-la. Depois de agradecer Dal, Valthorian percebe que uma parcela mais escura, mais sinistra foi destinado o tempo todo, e que uma força maior do que Vormanax foi responsável por tudo.

Os seis dragões (em ordem de aparição) são

Valthorian - Dragão do Fogo
Jagira - Dragão de Água
Skaroth - Dragão do Submundo
Mobrius - Dragão do Envenenamento
Norgiloth - Dragão da Luz
Vormanax - Dragão das Trevas
O jogo mistura Hack and Slash, ”Beat’em Up” e aspectos de RPG, semelhante ao God of War e ao Devil May Cry.

No jogo, o Wii Remote é usado como arma de posse do personagem principal. Em primeiro lugar, é uma espada que só pode cortar e defender, mas conforme se avança no jogo, você ganha mais transformações para suas armas. Os modos de armas permitem utilizar um ”punho de dragão”, ”cabeça de dragão”, ”asas de dragão” e ”cauda de dragão”. Há vinte níveis no jogo, e cinco mundos (quatro níveis por mundo). Para lutar, os jogadores podem bloquear a realização de inimigos e atirar fogo com a cabeça de dragão ou fazer várias técnicas de combate corpo a corpo, dependendo de qual arma está sendo usada.","D3 Publisher","Yes","Dragon Blade: Wrath of Fire","","","T","Adventure","","5.6","2007-09-25","Land Ho!","1","United States","Motion Sensing Remote","DVD","No","1","Snap Case","1","$3.00","$3.00","2014-05-04","","","879278340015","1134603","2019-01-03 15:07:04",Collection
"DS","","Konami","","Dragon Booster","","","E","Racing","","2.5","2005-12-02","Konami","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$8.00","$8.00","2014-01-22","Complete In Case","eBay","083717241034","1057519","2019-01-03 15:07:44",Collection
"DS","The 100-strong population of Boingburg has been slimenapped! Only you, Rocket, can uncover the truth behind this evil scheme and save your fellow slimes!

Stretch, spring and shoot your way through this action-packed adventure set in the Dragon Quest world.","Square Enix","No","Dragon Quest Heroes: Rocket Slime","","","E","Adventure","","8.5","2006-09-18","Square Enix","4","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$6.49","$6.49","2013-08-10","Complete In Case","eBay","662248906126","1275554","2019-01-03 20:13:33",Collection
"DS","A prestigious army captain, an adventurous princess seeking to test her skills beyond palace walls, a humble merchant aspiring to open his own shop, and two sisters who wish to avenge their father’s death... These seemingly unrelated individuals will soon cross paths when fate brings them together to journey alongside you, the hero. Dive into this unique adventure, and discover an epic tale told through the experiences and emotions of characters from all walks of life.

For the first time, a full-fledged Dragon Quest adventure arrives on Nintendo DS with Dragon Quest IV: Chapters of the Chosen. Experience an adventure of epic proportions, presented through multiple character perspectives. While retaining the classic look and feel of the original release, this remake breathes new life into a much-loved entry in the Dragon Quest series with 3D graphics, dual screen presentation and newly animated monsters.","Square Enix","No","Dragon Quest IV: Chapters of the Chosen","","","E10+","Role Playing Game","","83%","2008-09-16","ArtePiazza","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","","","","Complete In Case","???","662248908137","1391265","2019-01-03 19:45:50",Collection
"DS","In Dragon Quest IX: Sentinels of the Starry Skies, players begin their adventure as a city guardian who is sent to retrieve a sacred tree’s fruits, which have the power to grant wishes. Players travel the world, conquer fearsome monsters and unravel an epic storyline. During their journey, players will encounter mighty opponents in fast-paced battles, and also interact with a colorful cast of characters.","Nintendo","No","Dragon Quest IX: Sentinels of the Starry Skies","","","","Role Playing Game","","8.0","2010-07-11","Level-5","4","","Handheld Console","Cartridge","No","0","Snap Case","2","","$20.00","2011-06-05","New And Used","???
Complete in Case
2 Copies - One New and One Used","045496740993","1280245","2019-01-03 20:14:53",Collection
"DS","Dragon Quest Monsters -- Joker is the latest installment in the venerable RPG franchise. Developed exclusively for the Nintendo DS, the player assumes the role of a Monster Scout as he captures, trains and breeds a powerful team from more than 200 classic Dragon Quest creatures in order to become the world’s greatest monster trainer.","Square Enix","No","Dragon Quest Monsters: Joker","","","E10+","Action, Role Playing Game","","7.9","2011-06-07","Square Enix","4","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$0.00","$0.00","2012-04-04","Complete In Case","???","662248907123","937579","2019-01-03 19:45:58",Collection
"DS","","Nintendo","No","Dragon Quest Monsters: Joker 2","","","E","Role Playing Game","","8.5","2011-09-16","Square Enix","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$14.39","$14.39","2013-07-28","Complete In Case","GameStop - Northwoods","045496741600","1174173","2019-01-03 20:32:35",Collection
"Wii","","Square Enix","No","Dragon Quest Swords: The Masked Queen And The Tower Of Mirrors","","","T","Action","","7.0","2008-02-19","Square Enix","1","Canada","Motion Sensing Remote","DVD","No","1","Snap Case","1","$4.49","$4.49","2013-07-12","","","662248907208","1447792","2019-01-03 15:06:54",Collection
"DS","The legend of Zenithia continues!

What begins as an innocent voyage of a boy traveling alongside his father develops into an eye-opening adventure that transcends generations. You - a hero in the making - determine your own path, choose your own wife and befriend a wagonload of quirky monsters along the way.","Square Enix","No","Dragon Quest V: Hand of the Heavenly Bride","","","E10+","Role Playing Game","","8.9","2009-02-17","ArtePiazza","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$19.99","$19.99","","Sealed In Case","???","662248908267","1329226","2019-01-03 20:32:44",Collection
"DS","story - 8.9
Design - 8.6
Gameplay - 8.7
Presentation - 8.0
Overall - 8.3
_____________________________
Mature Content Level 
ESRB:T
Animated Blood
Mild Fantasy Violence
Mild Suggestive Themes
Simulated Gambling
Use of Alcohol
_____________________________","Nintendo","No","Dragon Quest VI: Realms of Revelation","","","T","Role Playing Game","","7.0","2011-02-14","Square Enix","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$31.00","$31.00","","Sealed In Case","???","045496741259","1579758","2019-01-03 20:32:51",Collection
"3DS","","Nintendo","Yes","Dragon Quest VII: Fragments Of The Forgotten Past","","","","Role Playing Game","","7.7","2016-09-16","Square Enix","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","","$34.63","2016-09-16","Complete In Case","Best Buy","045496743703","1467117","2019-01-03 22:07:08",Collection
"3DS","For king and country!

A vast and vibrant world is yours to explore in the latest installment of this legendary role-playing series.

A mysterious jester. A forbidden scepter. A fiendish curse. A once idyllic kingdom lies entangled in a web of enchanted vines, its king and princess hideously transformed, its castle and subjects frozen in time. Only one person has survived this horror unscathed: you!

Only you can save your king and country by lifting the shadow of the evil jester’s curse...But it won’t be easy. An epic tale of friendship, bravery, and adventure awaits you on the grassy fields, snow-capped mountains, and restless seas of Dragon Quest VIII!

- Experience Dragon Quest VIII’s finely balanced gameplay - easy to pick up, challenging to master.

- Marvel as the distinctive character designs of Akira Toriyama (creator of Dragon Ball) are brought to life by an amazing cel-shading graphics engine!

- Immerse yourself in a compelling storyline with rewarding side quests and a wealth of customization options.","Nintendo","No","Dragon Quest VIII: Journey of the Cursed King","","","T","Role Playing Game","","8.8","2017-01-20","Square Enix","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","","","","Sealed In Case","???","045496743727","1326421","2019-01-03 22:04:18",Collection
"Xbox One","Unravel an Epic Mystery in a Riveting Tale – DRAGON QUEST XI tells the tale of a hunted hero: denigrated as a demon and pursued by a malicious monarch, you must embark on a quest to unravel the mystery of your fate and save a doomed world. Assemble a Colorful Cast of Loyal Companions – Accompanying the hero on his quest is an endearing band of adventurers; The Definitive Edition adds new story scenarios to learn more about some of your favorite companions. Explore a Beautiful, Living World in 3D or 2D – Switch between 3D HD or 2D 16-bit modes to explore the massive, gorgeous world or Erdrea with excitement lurking around every corner. Personalize your Adventure – Customize your audio experience by selecting options for the original in-game soundtrack or a new orchestral version of the music, as well as English or Japanese voice audio. Engage in Classic Battles with a Modern Twist – DRAGON QUEST XI’s strategic battle system eases players into combat with an accessible experience that features mechanics simple enough for the novice but with enough depth to satisfy hardcore fans","","No","Dragon Quest XI S: Echoes Of An Elusive Age Definitive Edition","","","T","","","","","","","United States","Controller Game Pad","BD ROM","","1","Colored Snap Case","1","","$26.39","2021-08-04","Complete In Case","GameStop - Online","662248924250","1734837","2021-08-06 23:31:12",Collection
"PSP","","NIS America","","Dragoneer’s Aria","","","E10+","Role Playing Game","","5.5","2007-08-21","NIS America","1","United States","Handheld Console","UMD","No","1","Snap Case","1","$5.39","$5.39","2013-07-12","","","857823001833","1134438","2019-01-03 15:06:55",Collection
"DS","","Codemasters","","Dragonology","","","E","Fantasy, Simulation","","","1969-12-31","Razorback Developments","1","United States","Handheld Console","Cartridge","No","","Snap Case","1","","","","Complete In Case","???","767649402311","1057086","2019-01-11 19:43:56",Collection
"DS","Dragon’s Lair is a laserdisc video game published by Cinematronics in 1983. It featured animation created by ex-Disney animator Don Bluth.

A platformer adaptation of the game was made for the Nintendo Entertainment System and Super NES.","Destineer","","Dragons Lair","","","E10+","Adventure, Fantasy","","9","2010-11-16","Digital Leisure","1","United States","Handheld Console","Cartridge","No","","Snap Case","1","$11.99","$11.99","2012-07-31","Sealed In Case","Newegg","828068213336","1067442","2019-01-03 15:07:44",Collection
"PS Vita","","Atlus","No","Dragon’s Crown","","","T","Action, Hack n’ Slash, Role Playing Game, Side Scrolling, Strategy","","8.5","2013-08-06","Vanillaware","4","United States","Handheld Console","Cartridge","No","1","Colored Snap Case","1","$39.99","$39.99","2013-08-11","","","730865200054","1193312","2019-01-03 15:07:00",Collection
"DS","","THQ","No","Drake & Josh: Talent Showdown","","","E","","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$2.97","2020-01-23","Used","Complete in Case
Lukie Games","785138361239","1563636","2020-02-15 22:32:39",Collection
"DS","As one of four girls, each with their own personality and attributes, you spin a game wheel to advance around a 3D board environment with branching paths. Should you further your career or look for love? Should you shop or spend sensibly? You can also create drama with special cards that allow you steal boyfriends or promotions. All in all, the winner will be the girl who can come out on top and be the most popular.","Majesco Entertainment","No","Drama Queens","","","T","Board, Simulation","","","2009-05-12","Sensory Sweep","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$8.00","2020-03-01","Used","Complete in Case
eBay","096427015833","1021820","2020-03-21 21:50:01",Collection
"DS","","THQ","No","Drawn To Life: Spongebob Squarepants","","","E","Adventure","","7.5","2008-09-15","Altron","1-4","United States","Handheld Console","Cartridge","","1","Snap Case","1","","$8.97","2020-01-23","Used","Complete in Case
Lukie Games","785138361796","1490026","2020-02-15 23:27:09",Collection
"DS","The Raposa need your help to save their civilization.","THQ","","Drawn To Life: The Next Chapter","","","E","Adventure, Platform","","6.7","2009-10-27","THQ","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$7.19","$7.19","2012-04-04","Complete In Case","Best of IGN sticker on front","785138361710","997413","2019-01-03 20:33:27",Collection
"DS","A dying village, embraced by everlasting winter, has cried out to you, the Creator, for help. The remaining inhabitants need you to bring back all their lost possessions such as the sun, moon, fruits, trees, fish, clouds, plants, animals and everything else. Using your stylus, you draw objects in the game which come to life, even being able to make your own custom character.","THQ","No","Drawn to Life","","","E","Action, Adventure","","7.9","2007-10-09","5th Cell","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$13.49","$13.49","2012-04-04","Complete In Case","???","785138361314","903085","2019-01-03 19:46:06",Collection
"DS","","Zoo","No","Dream Chronicles","","","E","Adventure","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$7.99","2020-01-03","Sealed In Case","eBay","802068102579","1500585","2020-01-20 21:50:22",Collection
"DS","","Zoo","No","Dream Dancer","","","E","Music","","","2009-10-13","","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$7.19","2020-01-03","Sealed In Case","eBay","802068102548","1317325","2020-01-20 23:13:33",Collection
"DS","","THQ","No","Dream Day: Wedding Destinations","","","","Fantasy, Puzzle, Simulation","","","1969-12-31","","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$5.00","2019-11-26","Complete In Case","Game Over - 410","785138362267","1144162","2020-01-20 22:36:35",Collection
"DS","A great pinball game should not only be amazing from the start but, should continue to be entertaining every time you play it.

6 tables with various themes,

Multiball mode - play 3 balls at once.

Sounds and music with brilliant lighting.

6 dynamic + 1 fixed camera position.

Pinball simulation with realistic physics.

Balls made out of 6 materials such as: steel, wood, marble, ivory and gold.","SouthPeak Games","No","Dream Pinball","","","E","Simulation","","","1969-12-31","","1-2","United States","Handheld Console","Cartridge","","","Snap Case","1","","$19.99","2020-02-03","Used","Complete in Case
eBay","612561900066","946953","2020-02-05 20:10:37",Collection
"Wii","A great pinball game should not only be amazing from the start but, should continue to be entertaining every time you play it.

6 tables with various themes,

Multiball mode - play 3 balls at once.

Sounds and music with brilliant lighting.

6 dynamic + 1 fixed camera position.

Pinball simulation with realistic physics.

Balls made out of 6 materials such as: steel, wood, marble, ivory and gold.","South Peak Interactive","No","Dream Pinball 3D","","","E10+","Simulation","","51","2006-04-08","Topware Inc.","4","United States","Motion Sensing Remote","DVD","","1","Snap Case","1","","","","Complete In Case","","612561100060","1064219","2023-09-30 13:20:53",Collection
"DS","","Zoo","No","Dream Salon","","","E","Simulation","","","2009-10-27","","2","Canada","Handheld Console","Cartridge","","","Snap Case","1","","$13.50","2020-04-20","Sealed In Case","eBay","802068102517","1007065","2020-04-25 23:23:09",Collection
